Code	Proposal	n1	n2	n3	year_pres	presented	published	presented_date	1st debate	pri_debate	2nd debate	seg_debate	Approval	Ex Signature	p_veto	published_data	Min de la Ley	Decree	Executive	MP	Party	Commission	Other	na	No. MPs	Multiple parties	Territory	t_pres_1deb	t_pres_2deb	Exe sign	t_pres_exe	t(pres-pub)	t(pres-pub)	t(1std-2ndd)	t(1std-exe)	t(1sd-pub)	t(2nd-exesign)	t(2nd-pub)	t(exesign-pub)	1erd	2nd	DiasGob	1/15/07	DiasGob2
239	Ley reformtoria al código orgánico de la función judicial	A7	P0	B3	2010	1	0	11/15/10										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
240	Ley reformatoria al artículo 130 del código de la niñez y adolescencia	A9	P0	B3	2010	1	0	11/16/10	3/30/11	1								0	0	1	0	0	0	0	1	0	0	134	 			0	0	 	 	 	 	 	 	1	0	-39097		0
241	Ley reformatoria al código penal y al código de ejecución de penas	A3	P0	B3	2010	1	0	11/16/10										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
242	Ley reformatoria a la ley de minería	A5	P0	B3	2010	1	0	11/16/10										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
243	Ley de igualdad entre mujeres y hombres y de diversa orientación sexual	A3	P0	B3	2010	1	0	11/18/10										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
244	Ley orgánica reformatoria a la ley orgánica para la conservación de galápagos	A8	P0	B3	2010	1	0	11/18/10										0	0	1	0	0	0	0	1	0	1	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
245	Ley de repetición	A3	P0	B3	2010	1	0	11/24/10	3/15/11	1								0	0	1	0	0	0	0	1	0	0	111	 			0	0	 	 	 	 	 	 	1	0	-39097		0
246	Ley reformatoria al código orgánico de la función judicial	A7	P0	B3	2010	1	0	11/29/10										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
247	Ley reformatoria a la ley de seguridad pública y del estado	A1	P1	B2	2010	1	1	12/7/10	2/3/11	1	5/15/14	1	5/15/14	6/3/14	0	6/9/14	0	0	1	0	0	0	0	0			0	58	1255	6/3/14	1274	0	0	1197	1216	1222	19	25	6	1	1	2702		2702
248	Ley derogatoria de la ley de creación de empresas públicas para la provisión de agua potable en paján jipijapa y puerto lópez	A1	P1	B2	2010	1	0	12/8/10	4/14/11	1	10/18/11	1	10/18/11	11/7/11	1		0	0	1	0	0	0	0	0			1	127	314	11/7/11	334	0	0	187	207	 	20	 	 	1	1	-39097		0
249	Ley reformatoria al artículo 552 del código penal	A3	P0	B3	2010	1	0	12/8/10										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
250	Ley reformatoria al código penal	A3	P0	B3	2010	1	0	12/9/10										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
251	Ley reformatoria a la ley orgánica de la función legislativa	A7	P0	B3	2010	1	0	12/14/10										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
252	Ley reformatoria a la ley orgánica del sistema de contratación pública	A1	P0	B3	2010	1	0	12/15/10										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
253	Ley reformatoria al título V libro II del código orgánico de la niñez y adolescencia	A9	P0	B2	2010	1	0	12/28/10	3/30/11	1							0	0	1	0	0	0	0	0			0	92	 			0	0	 	 	 	 	 	 	1	0	-39097		0
254	Ley sustitutiva a la ley especial del sector cafetalero	A5	P0	B3	2010	1	0	12/29/10										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
255	Ley orgánica de biodiversidad	A9	P0	B3	2011	1	0	1/6/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
256	Ley reformatoria a la ley orgánica de participación ciudadana y control social	A7	P1	B3	2011	1	1	1/11/11	2/7/11	1	3/29/11	1	3/29/11	4/28/11	0	5/11/11	0	0	0	1	0	0	0	0	1	0	0	27	77	4/28/11	107	0	0	50	80	93	30	43	13	1	1	1577		1577
257	Ley reformatoria a la codificación de la ley de gestión ambiental	A9	P0	B2	2011	1	0	1/11/11	3/23/11	1								0	1	0	0	0	0	0			0	71	 			0	0	 	 	 	 	 	 	1	0	-39097		0
258	Ley orgánica de igualdad laboral	A3	P0	B3	2011	1	0	1/11/11	8/2/12	1								0	0	1	0	0	0	0	1	0	0	569	 			0	0	 	 	 	 	 	 	1	0	-39097		0
259	Ley reformatoria al artículo 41 de la ley de equidad tributaria	A2	P0	B3	2011	1	0	1/11/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
260	Ley reformatoria al código penal	A3	P0	B3	2011	1	0	1/11/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
261	Ley reformatoria a la ley de seguridad social	A9	P0	B3	2011	1	0	1/20/11	1/20/16	1								0	0	1	0	0	0	0	1	0	0	1826	 			0	0	 	 	 	 	 	 	1	0	-39097		0
262	Ley de rehabilitación de productores agropecuarios	A5	P0	B3	2011	1	0	1/25/11	3/23/12	1								0	0	1	0	0	0	0	1	0	0	423	 			0	0	 	 	 	 	 	 	1	0	-39097		0
263	Ley orgánica de protección e igualdad de derechos de los migrantes	A3	P0	B3	2011	1	0	1/25/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
264	Ley orgánica para la revocatoria del mandato a autoridades de elección popular	A7	P0	B3	2011	1	0	2/2/11	5/23/12	1								0	0	1	0	0	0	0	1	0	0	476	 			0	0	 	 	 	 	 	 	1	0	-39097		0
265	Ley reformatoria al título V libro II del código orgánico de la niñez y adolescencia	A9	P0	B3	2011	1	0	2/3/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
266	Ley reformatoria a la ley orgánica de participación ciudadana y control social y a la ley orgánica electoral	A7	P0	B3	2011	1	0	2/7/11	1/18/12	1								0	0	1	0	0	0	0	1	0	0	345	 			0	0	 	 	 	 	 	 	1	0	-39097		0
267	Ley de inmunidad a miembros que integran veedurías o comisiones ciudadanas	A3	P0	B3	2011	1	0	2/8/11	3/7/12	1								0	0	1	0	0	0	0	1	0	0	393	 			0	0	 	 	 	 	 	 	1	0	-39097		0
268	Ley reformatoria a la ley orgánica de la contraloría general del estado	A7	P0	B2	2011	1	0	2/9/11	2/28/12	1								0	1	0	0	0	0	0			0	384	 			0	0	 	 	 	 	 	 	1	0	-39097		0
269	Ley orgánica que reconoce derechos de posesión de zonas costeras y del litoral	A3	P0	B3	2011	1	0	2/14/11	5/2/12	1								0	0	1	0	0	0	0	1	0	0	443	 			0	0	 	 	 	 	 	 	1	0	-39097		0
270	Ley Reformatoria al Código de Ejecución de Penas	A3	P0	B3	2011	1	0	2/15/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
271	Ley reformatoria al código penal	A3	P0	B3	2011	1	0	2/18/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
272	Ley reformatoria al código orgánico de organización territorial y administración descentralizada	A7	P0	B3	2011	1	0	3/9/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
273	Ley mediante la cual se reconocen como enfermedades catastróficas a las enfermedades raras	A9	P0	B3	2011	1	0	3/10/11	6/29/11	1	11/7/11	1						0	0	1	0	0	0	0	1	0	0	111	242			0	0	131	 	 	 	 	 	1	1	-39097		0
274	Ley reformatoria a la ley orgánica de educación superior	A9	P0	B3	2011	1	0	3/14/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
275	Ley orgánica de economía popular y solidaria	A5	P1	B2	2011	1	1	3/17/11	3/31/11	1	4/13/11	1	4/13/11	4/28/11	0	5/10/11	0	0	1	0	0	0	0	0			0	14	27	4/28/11	42	0	0	13	28	40	15	27	12	1	1	1576		1576
276	Ley orgánica de educación de servicio a la comunidad	A9	P0	B3	2011	1	0	3/17/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
277	Ley reformatoria al código del trabajo	A3	P0	B3	2011	1	0	3/23/11	3/20/12	1								0	0	1	0	0	0	0	1	0	0	363	 			0	0	 	 	 	 	 	 	1	0	-39097		0
278	Ley reformatoria a la ley orgánica del sistema de contratación pública	A1	P1	B2	2011	1	1	3/24/11	9/21/11	1	7/30/13	1	7/30/13	8/29/13	1	10/14/13	0	0	1	0	0	0	0	0			0	181	859	8/29/13	889	0	0	678	708	754	30	76	46	1	1	2464		2464
279	Ley reformatoria a la codificación de la ley de inquilinato	A1	P0	B3	2011	1	0	3/29/11	3/30/12	1	2/26/13	1	2/26/13	3/13/13	0			0	0	1	0	0	0	0	1	0	0	367	700	3/13/13	715	0	0	333	348	 	15	 	 	1	1	-39097		0
280	Ley de servicio cívico-militar y de las  Reservas de las fuerzas armadas	A7	P0	B3	2011	1	0	3/29/11	3/20/12	1								0	0	1	0	0	0	0	1	0	0	357	 			0	0	 	 	 	 	 	 	1	0	-39097		0
281	Ley reformatoria a la ley de seguridad social	A9	P0	B3	2011	1	0	4/5/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
282	Ley interpretativa al artículo 196 del código orgánico territorial y administración descentralizada	A7	P0	B3	2011	1	0	4/5/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
283	Ley derogatoria de los artículos 230 y 231 del código penal	A3	P0	B3	2011	1	0	4/19/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
284	Ley reformatoria al código orgánico de organización territorial y administración descentralizada	A7	P0	B3	2011	1	0	5/2/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
285	Ley reformatoria a la ley orgánica de la contraloría general del estado	A7	P0	B3	2011	1	0	5/10/11	2/28/12	1								0	0	1	0	0	0	0	1	0	0	294	 			0	0	 	 	 	 	 	 	1	0	-39097		0
286	Ley reformatoria al título II y V de la codificación del código del trabajo	A3	P0	B3	2011	1	0	5/12/11	8/6/12	1								0	0	1	0	0	0	0	1	0	0	452	 			0	0	 	 	 	 	 	 	1	0	-39097		0
287	Ley reformatoria a la ley orgánica del consejo de participación ciudadana	A7	P0	B3	2011	1	0	6/2/11	1/4/12	1								0	0	1	0	0	0	0	1	0	0	216	 			0	0	 	 	 	 	 	 	1	0	-39097		0
288	Ley reformatoria al código orgánico de la función judicial	A7	P1	B3	2011	1	1	6/7/11	7/20/11	1	9/15/11	1	9/15/11	10/20/11	0	11/1/11	0	0	0	1	0	0	0	0	1	0	0	43	100	10/20/11	135	0	0	57	92	104	35	47	12	1	1	1751		1751
289	Ley reformtoria al artículo 89 de la ley orgánica electoral	A7	P0	B3	2011	1	0	6/14/11	11/18/11	1	12/27/11	1						0	0	1	0	0	0	0	1	0	0	157	196			0	0	39	 	 	 	 	 	1	1	-39097		0
290	Ley reformatoria a la ley general de instituciones del sistema financiero	A5	P0	B3	2011	1	0	6/15/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
291	Ley reformatoria al código penal	A3	P0	B3	2011	1	0	6/16/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
292	"Ley reformatoria al código de procedimiento penal, y código orgánico de la función judicial"	A7	P0	B3	2011	1	0	6/16/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
293	Ley interpretativa al artículo 3 de la ley orgánica de servicio público	A1	P1	B3	2011	1	1	6/20/11	6/29/11	1	2/28/12	1	2/28/12	2/28/12	0	3/1/12	0	0	0	1	0	0	0	0	1	0	0	9	253	2/28/12	253	0	0	244	244	246	0	2	2	1	1	1872		1872
294	Ley reformatoria al código penal	A3	P0	B3	2011	1	0	6/21/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
295	Ley orgánica de defensa de derechos e igualdad de oportunidades para personas con discapacidad	A9	P0	B2	2011	1	0	6/22/11	10/11/11	1	6/26/12	1					0	0	1	0	0	0	0	0			0	111	370			0	0	259	 	 	 	 	 	1	1	-39097		0
296	Ley reformatoria al código penal y a la ley de declaraciones patrimoniales juramentadas	A3	P0	B3	2011	1	0	6/23/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
297	Ley reformatoria a la ley general de instituciones del sistema financiero	A5	P0	B3	2011	1	0	7/5/11	10/25/11	1	1/24/12	1	1/24/12					0	0	1	0	0	0	0	1	0	0	112	203			0	0	91	 	 	 	 	 	1	1	-39097		0
298	Ley orgánica para la aplicación del mecanismo nacional de prevención de la tortura	A3	P0	B3	2011	1	0	7/6/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
299	"Ley reformatoria a la ley de seguridad social, tipificar y sancionar la no afiliación"	A9	P0	B3	2011	1	0	7/7/11	7/22/15	1								0	0	1	0	0	0	0	1	0	0	1476	 			0	0	 	 	 	 	 	 	1	0	-39097		0
300	Ley de transparencia del patrimonio privado	A3	P0	B3	2011	1	0	7/7/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
301	Ley reformatoria a la ley de seguridad social	A9	P0	B3	2011	1	0	7/7/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
302	Ley reformatoria al código penal y a la ley de seguridad social	A3	P0	B3	2011	1	0	7/12/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
303	Ley reformatoria a la disposición transitoria única de la ley de prevención de lavado de dinero	A3	P1	B2	2011	1	1	7/13/11	10/18/11	1	4/24/12	1	4/24/12	5/23/12	1	6/26/12	0	0	1	0	0	0	0	0			0	97	286	5/23/12	315	0	0	189	218	252	29	63	34	1	1	1989		1989
304	Ley reformatoria a la ley de seguridad social	A9	P0	B3	2011	1	0	7/14/11	1/20/16	1								0	0	1	0	0	0	0	1	0	0	1651	 			0	0	 	 	 	 	 	 	1	0	-39097		0
305	Ley de legalización de terrenos a favor de moradores de santo domingo	A8	P0	B3	2011	1	0	7/20/11	5/2/12	1								0	0	1	0	0	0	0	1	0	1	287	 			0	0	 	 	 	 	 	 	1	0	-39097		0
306	Ley reformatoria a la ley de seguridad social	A9	P0	B3	2011	1	0	7/20/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
307	Ley reformatoria a la ley general de instituciones del sistema financiero	A5	P0	B3	2011	1	0	7/20/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
308	Ley reformatoria a la ley de reconocimiento de héreoes y heroínas	A4	P0	B3	2011	1	0	7/21/11	3/20/12	1	8/7/12	1	8/7/12					0	0	1	0	0	0	0	1	0	0	243	383			0	0	140	 	 	 	 	 	1	1	-39097		0
309	Ley reformatoria a la disposición primera de la ley orgánica de servicio público	A1	P0	B3	2011	1	0	7/21/11	11/14/12	1								0	0	1	0	0	0	0	1	0	0	482	 			0	0	 	 	 	 	 	 	1	0	-39097		0
310	Ley para la protección de familias con partos múltiples	A9	P0	B3	2011	1	0	7/21/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
311	Ley orgánica reformatoria al código penal	A3	P0	B3	2011	1	0	7/21/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
312	Ley reformatoria a la ley orgánica de servicio público	A1	P0	B3	2011	1	0	7/26/11	9/28/11	1								0	0	1	0	0	0	0	1	0	0	64	 			0	0	 	 	 	 	 	 	1	0	-39097		0
313	Ley reformatoria a la ley orgánica de educación superior	A9	P0	B3	2011	1	0	7/27/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
314	Ley orgánica de biodiversidad	A9	P0	B3	2011	1	0	7/29/11	1/17/12	1								0	0	1	0	0	0	0	1	0	0	172	 			0	0	 	 	 	 	 	 	1	0	-39097		0
315	Ley reformatoria al artículo 1 de la ley 010 para el eco-desarrollo	A9	P0	B3	2011	1	0	8/2/11										0	0	1	0	0	0	0	1	0	1	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
316	Ley orgánica de regulación y control de poder de mercado	A5	P1	B2	2011	1	1	8/29/11	9/9/11	1	9/28/11	1	9/28/11	10/9/11	0	10/13/11	0	0	1	0	0	0	0	0			0	11	30	10/9/11	41	0	0	19	30	34	11	15	4	1	1	1732		1732
317	Ley de genética molecular	A9	P0	B3	2011	1	0	8/30/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
318	Ley reformatoria a la disposición general novena de la ley orgánica de servicio público	A1	P0	B3	2011	1	0	8/30/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
319	Ley contra la trata de futbolistas	A9	P0	B3	2011	1	0	8/31/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
320	Ley de seguridad ciudadana	A3	P0	B3	2011	1	0	9/2/11	6/19/13	1								0	0	1	0	0	0	0	1	0	0	656	 			0	0	 	 	 	 	 	 	1	0	-39097		0
321	Ley de estadística	A9	P0	B3	2011	1	0	9/5/11	1/30/12	1	12/13/12	1	12/13/12	1/11/13	0			0	0	1	0	0	0	0	1	0	0	147	465	1/11/13	494	0	0	318	347	 	29	 	 	1	1	-39097		0
322	"Ley reformatoria a la ley orgánica electoral, código de la democracia"	A7	P0	B3	2011	1	0	9/8/11	11/18/11	1	12/27/11	1	12/27/11					0	0	1	0	0	0	0	1	0	0	71	110			0	0	39	 	 	 	 	 	1	1	-39097		0
323	Ley reformatoria a la ley orgánica de defensa al consumidor	A3	P0	B3	2011	1	0	9/8/11	3/6/12	1								0	0	1	0	0	0	0	1	0	0	180	 			0	0	 	 	 	 	 	 	1	0	-39097		0
324	Ley orgánica de la juventud	A9	P0	B3	2011	1	0	9/9/11	3/7/12	1								0	0	1	0	0	0	0	1	0	0	180	 			0	0	 	 	 	 	 	 	1	0	-39097		0
325	Ley interpretativa al artícuo 117 de la ley orgánica de educación intercultural	A9	P0	B3	2011	1	0	9/12/11	5/14/12	1								0	0	1	0	0	0	0	1	0	0	245	 			0	0	 	 	 	 	 	 	1	0	-39097		0
326	Ley de protección del cóndor andino y otras especies	A9	P0	B3	2011	1	0	9/13/11	11/17/11	1								0	0	1	0	0	0	0	1	0	0	65	 			0	0	 	 	 	 	 	 	1	0	-39097		0
327	Ley reformatoria a la ley de seguridad social	A9	P0	B3	2011	1	0	9/14/11	10/6/11	1								0	0	1	0	0	0	0	1	0	0	22	 			0	0	 	 	 	 	 	 	1	0	-39097		0
328	Ley de derechos colectivos del pueblo afroecuatoriano	A3	P0	B3	2011	1	0	9/16/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
329	Ley reformatoria a los artículos 174 y 178 de la ley de equidad tributaria	A2	P0	B3	2011	1	0	9/20/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
330	"Ley reformatoria a los artículos 48, 51 y 69 del cootad"	A7	P0	B3	2011	1	0	9/20/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
331	Ley reformatoria a la ley orgánica de salud	A9	P0	B3	2011	1	0	9/20/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
332	Ley reformatoria a la ley orgánica de educación intercultural	A9	P0	B3	2011	1	0	9/21/11	5/14/12	1								0	0	1	0	0	0	0	1	0	0	236	 			0	0	 	 	 	 	 	 	1	0	-39097		0
333	Ley de protección al paciente con epilepsia	A9	P0	B3	2011	1	0	9/23/11	2/1/12	1								0	0	1	0	0	0	0	1	0	0	131	 			0	0	 	 	 	 	 	 	1	0	-39097		0
334	Ley del código orgánico de entidades de seguridad ciudadana	A3	P0	B2	2011	1	0	9/30/11	6/19/13	1								0	1	0	0	0	0	0			0	628	 			0	0	 	 	 	 	 	 	1	0	-39097		0
335	Ley reformatoria a la ley orgánica de transporte terrestre y seguridad vial	A1	P1	B3	2011	1	1	10/3/11	2/1/12	1	12/4/14	1	12/4/14	12/17/14	1	12/31/14	0	0	0	1	0	0	0	0	1	0	0	121	1158	12/17/14	1171	0	0	1037	1050	1064	13	27	14	1	1	2907		2907
336	Ley orgánica de telecomunicaciones y servicios postales	A1	P1	B2	2011	1	1	10/3/11	1/7/15	1	7/28/15	1	7/28/15	8/26/15	1	10/7/15	0	0	1	0	0	0	0	0			0	1192	1394	8/26/15	1423	0	0	202	231	273	29	71	42	1	1	3187		3187
337	Ley reformatoria a los artículos 109 y 122 de la ley de minería	A5	P0	B2	2011	1	0	10/3/11										0	1	0	0	0	0	0			0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
338	Ley reformatoria al artículo 117 de la ley orgánica de educación intercultural	A9	P0	B3	2011	1	0	10/4/11	5/14/12	1								0	0	1	0	0	0	0	1	0	0	223	 			0	0	 	 	 	 	 	 	1	0	-39097		0
339	Ley de creación del sistema de seguridad ciudadana	A3	P0	B3	2011	1	0	10/4/11	6/19/13	1								0	0	1	0	0	0	0	1	0	0	624	 			0	0	 	 	 	 	 	 	1	0	-39097		0
340	Ley orgánica de restauración y conservación del manglar	A9	P0	B3	2011	1	0	10/6/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
341	Ley reformatoria al código penal y a la ley de seguridad social	A3	P0	B3	2011	1	0	10/6/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
342	Ley orgánica de libertad e igualdad religiosa	A9	P0	B3	2011	1	0	10/10/11	1/5/12	1								0	0	1	0	0	0	0	1	0	0	87	 			0	0	 	 	 	 	 	 	1	0	-39097		0
343	Ley reformatoria a la ley orgánica de la policía nacional	A7	P0	B3	2011	1	0	10/11/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
344	Código Orgánico Integral Penal	A3	P1	B2	2011	1	1	10/12/11	6/14/12	1	12/16/13	1	12/16/13	1/16/14	1	2/10/14	0	0	1	0	0	0	0	0			0	246	796	1/16/14	827	0	0	550	581	606	31	56	25	1	1	2583		2583
345	Ley derogatoria en materia de casino y salas de juego	A9	P0	B3	2011	1	0	10/12/11	3/13/12	1								0	0	1	0	0	0	0	1	0	0	153	 			0	0	 	 	 	 	 	 	1	0	-39097		0
346	Ley en defensa de los derechos de los trabajadores y migrantes por el fraude hipotecario en españa	A3	P0	B3	2011	1	0	10/12/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
347	Ley reformatoria a la ley orgánica de transporte terrestre y seguridad vial	A1	P0	B3	2011	1	0	10/13/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
348	Ley reformatoria al código penal	A3	P0	B3	2011	1	0	10/14/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
349	Ley reformatoria a la ley de hidrocarburos y de régimen tributario interno	A5	P0	B3	2011	1	0	10/20/11	2/28/12	1								0	0	1	0	0	0	0	1	0	0	131	 			0	0	 	 	 	 	 	 	1	0	-39097		0
350	Ley de fomento ambiental y optimización de ingresos del estado	A2	P1	B2	2011	1	0	10/24/11										1	1	0	0	0	0	0			0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
351	Ley reformatoria al código penal	A3	P0	B3	2011	1	0	10/25/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
352	Ley reformatoria a la ley orgánica de transporte terrestre y seguridad vial	A1	P1	B3	2011	1	1	10/31/11	2/1/12	1	12/4/14	1	12/4/14	12/17/14	1	12/31/14	0	0	0	1	0	0	0	0	1	0	0	93	1130	12/17/14	1143	0	0	1037	1050	1064	13	27	14	1	1	2907		2907
353	Ley interpretativa al artículo 47 de la ley orgánica de servicio público	A1	P0	B3	2011	1	0	11/7/11	11/14/12	1								0	0	1	0	0	0	0	1	0	0	373	 			0	0	 	 	 	 	 	 	1	0	-39097		0
354	Ley reformatoria a la ley de burós de información crediticia	A5	P0	B3	2011	1	0	11/7/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
355	Ley para prevenir y sancionar la trata de personas	A3	P0	B3	2011	1	0	11/7/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
356	Ley orgánica de conservación y restauración del manglar	A9	P0	B3	2011	1	0	11/8/11	3/1/12	1								0	0	1	0	0	0	0	1	0	0	114	 			0	0	 	 	 	 	 	 	1	0	-39097		0
357	Ley orgánica de protección e igualdad de derechos de los migrantes	A3	P0	B3	2011	1	0	11/10/11	4/10/12	1								0	0	1	0	0	0	0	1	0	0	152	 			0	0	 	 	 	 	 	 	1	0	-39097		0
358	"Ley reformatoria a la ley orgánica electoral, código de la democracia"	A7	P0	B4	2011	1	0	11/11/11	11/18/11	1	12/27/11	1						0	0	0	0	0	1	0			0	7	46			0	0	39	 	 	 	 	 	1	1	-39097		0
359	Ley reformatoria a la ley orgánica de educación intercultural	A9	P0	B3	2011	1	0	11/14/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
360	Ley reformatoria a la ley orgánica de educación superior	A9	P0	B3	2011	1	0	11/15/11	4/26/12	1								0	0	1	0	0	0	0	1	0	0	163	 			0	0	 	 	 	 	 	 	1	0	-39097		0
361	Ley orgánica de participación y protección a la juventud	A9	P0	B3	2011	1	0	11/15/11										0	0	1	0	0	0	0	1	0	0	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
362	Ley orgánica de circunscripción territorial amazónica	A8	P0	B3	2011	1	0	11/17/11										0	0	1	0	0	0	0	1	0	1	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
363	Ley reformatoria a la ley orgánica de régimen especial para la conservación de galápagos	A8	P1	B2	2011	1	1	11/21/11	6/13/12	1	4/28/15	1	4/28/15	5/25/15	1	6/11/15	0	0	1	0	0	0	0	0			1	205	1254	5/25/15	1281	0	0	1049	1076	1093	27	44	17	1	1	3069		3069
364	Ley de legalización de predios de moradores del cantón ribamba	A8	P0	B3	2011	1	0	11/22/11										0	0	1	0	0	0	0	1	0	1	 	 			0	0	 	 	 	 	 	 	0	0	-39097		0
365	Ley orgánica de derechos colectivos del pueblo afroecuatoriano	A3	P0	B3	2011	1	0	11/23/11	4/25/12	1								0	0	1	0	0	0	0	2	0	0	154	 			0	0	 	 	 	 	 	 	1	0	-39097		0
366	Ley orgánica de la juventud	A9	P0	B3	2011	1	0	11/24/11	3/7/12	1								0	0	1	0	0	0	0	1	0	0	104	 			0	0	 	 	 	 	 	 	1	0	-39097		0
